time_exchange;time_coinapi;guid;price;base_amount;taker_side
2019-06-08T00:00:26.935000000;2019-06-08T00:00:26.956062424;1045;7970;0.113362;BUY
2019-06-08T00:00:27.045000000;2019-06-08T00:00:27.066205884;1057;7967.48;0.001294;SELL
2019-06-08T00:00:27.045000000;2019-06-08T00:00:27.067291135;1058;7967.2;0.000586;SELL
2019-06-08T00:00:28.158000000;2019-06-08T00:00:28.250820261;1109;7967.44;0.009182;SELL
2019-06-08T00:00:28.252000000;2019-06-08T00:00:28.308723153;1113;7967.88;0.002402;BUY
2019-06-08T00:00:28.296000000;2019-06-08T00:00:28.361178282;1116;7967.88;0.025744;BUY
2019-06-08T00:00:28.317000000;2019-06-08T00:00:28.371625696;1118;7967.88;0.007988;BUY
2019-06-08T00:00:28.336000000;2019-06-08T00:00:28.395096451;1119;7967.88;0.001381;BUY
2019-06-08T00:00:28.342000000;2019-06-08T00:00:28.402270938;1120;7967.88;0.006346;BUY
2019-06-08T00:00:28.492000000;2019-06-08T00:00:28.545918897;1129;7967.88;0.021344;BUY
2019-06-08T00:00:28.523000000;2019-06-08T00:00:28.568351257;1131;7967.45;0.002483;SELL
2019-06-08T00:00:29.001000000;2019-06-08T00:00:29.039440138;1145;7967.86;0.050708;BUY
2019-06-08T00:00:29.016000000;2019-06-08T00:00:29.039440138;1149;7967.86;1.7e-05;BUY
2019-06-08T00:00:29.016000000;2019-06-08T00:00:29.039440138;1150;7967.88;2.8e-05;BUY
2019-06-08T00:00:29.016000000;2019-06-08T00:00:29.039440138;1151;7970;0.00685;BUY
2019-06-08T00:00:29.352000000;2019-06-08T00:00:29.410208278;1159;7967.52;0.111125;SELL
2019-06-08T00:00:29.352000000;2019-06-08T00:00:29.411381865;1161;7967.49;0.055001;SELL
2019-06-08T00:00:29.381000000;2019-06-08T00:00:29.437881937;1164;7967.53;0.025094;SELL
2019-06-08T00:00:29.381000000;2019-06-08T00:00:29.439010822;1165;7967.49;0.474906;SELL
